age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,exceeds50K
42, Self-emp-inc,191196, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,1977,60, ?,1
56, Self-emp-not-inc,39380, Some-college,10, Married-spouse-absent, Farming-fishing, Not-in-family, Female,27828,0,20, United-States,1
59, Private,280519, 10th,6, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
23, Private,218445, 5th-6th,3, Never-married, Priv-house-serv, Unmarried, Female,0,0,12, Mexico,0
57, Private,132704, Masters,14, Separated, Prof-specialty, Not-in-family, Male,10520,0,32, United-States,1
55, Private,160631, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,56, United-States,1
33, Private,283602, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Male,0,0,59, Mexico,0
28, Local-gov,172270, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,45, United-States,0
56, Private,174351, 12th,8, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Italy,0
40, Private,87771, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Female,0,1628,45, United-States,0
19, ?,258026, HS-grad,9, Never-married, ?, Not-in-family, Female,0,0,16, United-States,0
27, Local-gov,200492, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States,0
59, Private,131869, HS-grad,9, Widowed, Other-service, Not-in-family, Female,0,0,35, United-States,0
39, Private,158956, Some-college,10, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,0
24, Private,126568, Bachelors,13, Married-civ-spouse, Other-service, Husband, Male,0,0,33, United-States,0
52, Private,98980, HS-grad,9, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
23, Private,437940, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
33, State-gov,295662, Bachelors,13, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
21, Private,99199, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Male,0,0,32, United-States,0
47, Private,189143, HS-grad,9, Divorced, Farming-fishing, Not-in-family, Male,0,0,40, United-States,0
31, State-gov,151763, Masters,14, Never-married, Adm-clerical, Not-in-family, Male,0,0,25, United-States,0
39, Local-gov,301614, 11th,7, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,0
21, ?,117222, Some-college,10, Never-married, ?, Own-child, Male,0,0,40, United-States,0
30, Self-emp-inc,321990, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,60, ?,1
24, Private,117779, Bachelors,13, Never-married, Exec-managerial, Own-child, Male,0,0,40, United-States,0
69, Local-gov,197288, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,35, United-States,0
43, Private,83827, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,24, United-States,0
18, Private,416541, 9th,5, Never-married, Handlers-cleaners, Own-child, Male,0,0,16, United-States,0
46, Private,459189, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,1902,50, United-States,1
40, Private,77313, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,60, United-States,1
39, Private,111275, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
56, Private,170324, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Trinadad&Tobago,0
38, Private,161016, Some-college,10, Divorced, Prof-specialty, Not-in-family, Female,0,0,32, United-States,0
30, Private,100734, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,38, United-States,0
56, Private,117872, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
43, Private,160246, Some-college,10, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
41, Private,156580, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,35, Dominican-Republic,0
26, Private,171636, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,72, United-States,0
19, Private,70982, Assoc-voc,11, Never-married, Other-service, Own-child, Male,0,0,16, United-States,0
28, Private,184078, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
29, Private,110134, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
47, Private,331650, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
39, Private,24106, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, Philippines,1
49, Private,199378, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,22, United-States,0
40, ?,507086, HS-grad,9, Divorced, ?, Not-in-family, Female,0,0,32, United-States,0
27, Private,165412, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
25, Private,108542, Bachelors,13, Never-married, Exec-managerial, Own-child, Male,0,0,35, United-States,0
24, Private,228395, Bachelors,13, Never-married, Sales, Own-child, Female,0,0,40, United-States,0
49, Federal-gov,203505, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
42, Private,166740, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,1887,50, United-States,1
50, Private,145333, Doctorate,16, Divorced, Prof-specialty, Other-relative, Male,10520,0,50, United-States,1
25, Private,456618, 7th-8th,4, Never-married, Machine-op-inspct, Unmarried, Male,0,0,40, El-Salvador,0
38, Private,278924, Bachelors,13, Never-married, Farming-fishing, Not-in-family, Male,0,0,40, United-States,0
34, Private,345360, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, England,0
28, Private,365411, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,42, United-States,0
35, Private,334291, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
38, Private,200352, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
39, Self-emp-inc,239755, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,50, United-States,1
54, Private,209464, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
48, Self-emp-not-inc,370119, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
43, Private,213416, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Mexico,0
51, Private,82783, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
24, Private,50400, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
51, Private,162944, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
78, Self-emp-not-inc,59583, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,25, United-States,0
23, Private,326587, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
38, Self-emp-inc,46385, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
57, Self-emp-inc,127728, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,60, United-States,1
44, Private,242619, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
43, Self-emp-inc,48087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
43, Self-emp-not-inc,35034, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,21, United-States,0
74, State-gov,236012, 7th-8th,4, Widowed, Handlers-cleaners, Not-in-family, Female,0,0,20, United-States,0
49, Private,107682, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,38, United-States,0
39, Private,746786, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
21, Private,206008, Some-college,10, Never-married, Adm-clerical, Own-child, Male,0,0,50, United-States,0
28, Private,110145, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
41, State-gov,100800, Masters,14, Divorced, Prof-specialty, Not-in-family, Male,0,0,35, United-States,0
58, Private,216851, 9th,5, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, El-Salvador,0
58, ?,175017, Bachelors,13, Divorced, ?, Not-in-family, Male,0,0,25, United-States,0
17, Private,160029, 11th,7, Never-married, Other-service, Other-relative, Female,0,0,22, United-States,0
63, ?,301611, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,20, United-States,0
27, ?,176683, Some-college,10, Never-married, ?, Own-child, Male,0,1719,40, United-States,0
37, Private,91716, HS-grad,9, Divorced, Sales, Unmarried, Male,0,0,75, United-States,0
58, Private,226922, HS-grad,9, Separated, Other-service, Not-in-family, Female,2907,0,43, United-States,0
39, Private,225544, Masters,14, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, Poland,0
32, Federal-gov,504951, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, Male,0,0,50, United-States,0
25, State-gov,143062, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
70, Private,135601, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,20051,0,35, United-States,1
23, Private,125106, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States,0
38, Self-emp-not-inc,65716, Assoc-voc,11, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,0
49, State-gov,122066, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,1
59, Self-emp-not-inc,201263, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,15024,0,55, United-States,1
26, Private,137678, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
35, Self-emp-inc,135436, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,1
42, Federal-gov,198316, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
33, Private,578701, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, ?,0
36, Private,414910, 7th-8th,4, Divorced, Sales, Not-in-family, Female,0,0,35, United-States,0
30, Private,207937, Prof-school,15, Divorced, Prof-specialty, Not-in-family, Male,10520,0,50, United-States,1
34, Private,56883, Some-college,10, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,0
40, Private,103614, 10th,6, Divorced, Craft-repair, Own-child, Male,0,0,40, United-States,0
51, Private,108435, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,47, United-States,1
38, Private,40319, Some-college,10, Divorced, Exec-managerial, Not-in-family, Female,0,0,42, United-States,0
58, Private,187485, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,24, United-States,0
36, Private,131808, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,4386,0,40, United-States,1
21, ?,80680, HS-grad,9, Never-married, ?, Not-in-family, Female,0,0,40, United-States,0
46, Private,114032, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,1887,45, United-States,1
37, Local-gov,244341, Some-college,10, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
24, Private,163053, 11th,7, Never-married, Sales, Not-in-family, Female,0,0,36, United-States,0
20, Private,61777, Some-college,10, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,0
29, Private,123677, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, Laos,0
42, Private,110318, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
61, Self-emp-inc,61040, Some-college,10, Married-civ-spouse, Sales, Husband, Male,7688,0,36, United-States,1
28, Private,398918, HS-grad,9, Never-married, Tech-support, Not-in-family, Male,0,0,40, United-States,0
19, Private,181020, 11th,7, Never-married, Handlers-cleaners, Other-relative, Male,0,0,30, United-States,0
56, Private,169560, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
28, Private,190391, Bachelors,13, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,0
69, Private,145656, Some-college,10, Widowed, Adm-clerical, Not-in-family, Female,0,0,24, United-States,0
18, Private,83492, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
52, Private,95329, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, India,0
32, Private,167990, Masters,14, Never-married, Exec-managerial, Not-in-family, Male,14084,0,40, United-States,1
32, Private,187901, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Female,0,0,23, United-States,0
43, Federal-gov,94937, Bachelors,13, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
48, Federal-gov,186256, HS-grad,9, Divorced, Farming-fishing, Other-relative, Male,0,0,40, United-States,0
21, Private,273403, Assoc-voc,11, Never-married, Other-service, Not-in-family, Female,0,0,50, United-States,0
41, Private,187322, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,48, United-States,0
24, State-gov,43475, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
65, ?,115431, Some-college,10, Married-civ-spouse, ?, Husband, Male,0,0,20, United-States,0
35, Private,233571, HS-grad,9, Divorced, Other-service, Own-child, Female,0,0,50, United-States,0
24, Private,249351, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, United-States,0
26, Private,152035, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
43, Private,114043, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
17, Private,52486, 11th,7, Never-married, Other-service, Own-child, Female,0,0,12, United-States,0
55, Private,266343, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,46, United-States,0
43, Local-gov,247514, Masters,14, Divorced, Prof-specialty, Unmarried, Male,0,0,40, United-States,0
62, Private,78273, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
38, Private,49115, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
29, Private,118337, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,0
71, ?,113445, 5th-6th,3, Married-civ-spouse, ?, Husband, Male,0,0,10, United-States,0
26, Private,102476, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
47, Private,341995, Some-college,10, Divorced, Sales, Own-child, Male,0,0,55, United-States,0
27, Private,101364, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, Mexico,0
24, Private,454941, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
25, Private,214413, Masters,14, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,0
26, Local-gov,103148, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
24, Private,250647, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Guatemala,0
19, Self-emp-not-inc,139278, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,20, United-States,0
46, Private,225065, Preschool,1, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, Mexico,0
30, Private,164190, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Male,0,0,38, ?,0
42, Private,367049, Masters,14, Never-married, Exec-managerial, Not-in-family, Female,4650,0,40, United-States,0
19, Private,266635, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,30, United-States,0
32, Private,157747, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
62, Private,213321, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
21, ?,202214, Some-college,10, Never-married, ?, Own-child, Female,0,1721,40, United-States,0
61, Local-gov,202384, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,30, United-States,0
23, Private,218343, Assoc-acdm,12, Never-married, Sales, Own-child, Female,0,0,40, United-States,0
50, State-gov,34637, 9th,5, Married-civ-spouse, Prof-specialty, Husband, Male,0,2002,40, United-States,0
37, Private,342642, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
31, Private,326104, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,45, United-States,0
54, Private,21698, 10th,6, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,0
43, State-gov,134782, Assoc-acdm,12, Married-spouse-absent, Other-service, Unmarried, Female,0,0,30, United-States,0
19, ?,184308, Some-college,10, Married-civ-spouse, ?, Wife, Female,0,0,30, United-States,0
